hmdb_id;name;ccl;icl;inchi;gutper
HMDB0050158;TG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-29,32-36,40-41,43-44,50,53,62H,4-6,8-9,11-15,18,21-24,30-31,37-39,42,45-49,51-52,54-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0049532;TG(18:1(11Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,32-35,40-41,43-44,49,52,62H,4-6,8-9,11-15,18,22-23,27,30-31,36-39,42,45-48,50-51,53-61H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-/t62-/m0/s1;1
HMDB0049552;TG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,32-35,40-41,43-44,50,53,62H,4-6,8-9,11-15,18,22-23,27,30-31,36-39,42,45-49,51-52,54-61H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0053137;TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,32,34,36,40,42-43,45,49,52,62H,4-6,8-9,11-15,22-24,30-31,33,35,37-39,41,44,46-48,50-51,53-61H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,43-40-,45-42-,52-49-/t62-/m0/s1;1
HMDB0052723;TG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,32-36,40-41,43-44,62H,4-6,8-9,11-15,22-24,30-31,37-39,42,45-61H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-/t62-/m0/s1;1
HMDB0055439;TG(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-29,32,34,36,40,42-43,45,49,52,62H,4-6,8,11,13-15,17,20,22-24,30-31,33,35,37-39,41,44,46-48,50-51,53-61H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,34-32-,36-27-,43-40-,45-42-,52-49-/t62-/m0/s1;1
HMDB0055480;TG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,32,34,36,40,42-43,45,62H,4-6,8,11,13-15,22-24,30-31,33,35,37-39,41,44,46-61H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,43-40-,45-42-/t62-/m0/s1;1
HMDB0055293;TG(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,32,34,36,40,43,49,52,62H,4-6,8,11,13-15,22-24,30-31,33,35,37-39,41-42,44-48,50-51,53-61H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,43-40-,52-49-/t62-/m0/s1;1
HMDB0045422;TG(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,32-35,40-41,43-44,49,52,62H,4-6,9,12-15,18,21-24,27,30-31,36-39,42,45-48,50-51,53-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-/t62-/m0/s1;1
HMDB0045448;TG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,32-35,40-41,43-44,50,53,62H,4-6,9,12-15,18,21-24,27,30-31,36-39,42,45-49,51-52,54-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0050258;TG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-29,32-36,40-41,43-44,62H,4-6,9,12-15,18,21-24,30-31,37-39,42,45-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-/t62-/m0/s1;1
HMDB0049657;TG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-26,28-29,32-35,40-41,43-44,62H,4-6,9,12-15,18,22-23,27,30-31,36-39,42,45-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-/t62-/m0/s1;1
HMDB0045443;TG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,32-35,40-41,43-44,49-50,52-53,62H,4-7,9-10,12-15,18,21-24,27,30-31,36-39,42,45-48,51,54-61H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-,53-50-/t62-/m0/s1;1
HMDB0050253;TG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-29,32-36,40-41,43-44,49,52,62H,4-7,9-10,12-15,18,21-24,30-31,37-39,42,45-48,50-51,53-61H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,52-49-/t62-/m0/s1;1
HMDB0050272;TG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-29,32-36,40-41,43-44,50,53,62H,4-7,9-10,12-15,18,21-24,30-31,37-39,42,45-49,51-52,54-61H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0049652;TG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-26,28-29,32-35,40-41,43-44,49,52,62H,4-7,9-10,12-15,18,22-23,27,30-31,36-39,42,45-48,50-51,53-61H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-/t62-/m0/s1;1
HMDB0049672;TG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-26,28-29,32-35,40-41,43-44,50,53,62H,4-7,9-10,12-15,18,22-23,27,30-31,36-39,42,45-49,51-52,54-61H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0052807;TG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,32-36,40-41,43-44,62H,4-7,9-10,12-15,22-24,30-31,37-39,42,45-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-/t62-/m0/s1;1
HMDB0053241;TG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,33,35-36,41-42,44-45,50,53,62H,4-7,9-10,12-15,22-24,30-32,34,37-40,43,46-49,51-52,54-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,35-33-,36-27-,44-41-,45-42-,53-50-/t62-/m0/s1;1
HMDB0054624;TG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,33,35-36,41,44,50,53,62H,4-7,10,13-15,22-24,30-32,34,37-40,42-43,45-49,51-52,54-61H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,35-33-,36-27-,44-41-,53-50-/t62-/m1/s1;1
HMDB0054615;TG(22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,33,35-36,41-42,44-45,62H,4-7,10,13-15,22-24,30-32,34,37-40,43,46-61H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,35-33-,36-27-,44-41-,45-42-/t62-/m1/s1;1
HMDB0051895;TG(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,25-29,33,35-36,41-42,44-45,50,53,62H,4-7,10,13-16,19,22-24,30-32,34,37-40,43,46-49,51-52,54-61H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,28-25-,29-26-,35-33-,36-27-,44-41-,45-42-,53-50-/t62-/m1/s1;1
HMDB0055071;TG(22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32,34,36,40,42-43,45,49,52,62H,4-8,10-11,13-15,22-24,30-31,33,35,37-39,41,44,46-48,50-51,53-61H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,43-40-,45-42-,52-49-/t62-/m1/s1;1
HMDB0054831;TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32-36,40-41,43-44,62H,4-8,10-11,13-15,22-24,30-31,37-39,42,45-61H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-/t62-/m1/s1;1
HMDB0054565;TG(22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,33,35-36,41-42,44-45,50,53,62H,4-8,10-11,13-15,22-24,30-32,34,37-40,43,46-49,51-52,54-61H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,35-33-,36-27-,44-41-,45-42-,53-50-/t62-/m1/s1;1
HMDB0051220;TG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-30,32,35-36,38-41,43,45,47-48,50,62H,4-15,17,20,22-24,31,33-34,37,42,44,46,49,51-61H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,48-45-,50-47-/t62-/m0/s1;1
HMDB0051203;TG(20:3(5Z,8Z,11Z)/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-30,32,35-36,38-41,43,45,48-49,52,62H,4-15,17,20,22-24,31,33-34,37,42,44,46-47,50-51,53-61H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,48-45-,52-49-/t62-/m0/s1;1
HMDB0051095;TG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-30,32,35-36,38-41,43,45,47-50,52,62H,4-15,17-18,20-24,31,33-34,37,42,44,46,51,53-61H2,1-3H3/b19-16-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,48-45-,50-47-,52-49-/t62-/m0/s1;1
HMDB0054146;TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-30,32,35-36,38-41,43,45,47-48,50,62H,4-15,18,21-24,31,33-34,37,42,44,46,49,51-61H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,48-45-,50-47-/t62-/m0/s1;1
HMDB0053801;TG(20:3n6/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-30,32,35-36,38-41,43,47,49-50,52,62H,4-15,18,21-24,31,33-34,37,42,44-46,48,51,53-61H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,50-47-,52-49-/t62-/m0/s1;1
HMDB0053516;TG(20:2n6/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-21,25-30,32,35,38,40-41,43,47,49-50,52,62H,4-15,22-24,31,33-34,36-37,39,42,44-46,48,51,53-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,41-38-,43-40-,50-47-,52-49-/t62-/m0/s1;1
HMDB0054212;TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-21,25-30,32,35-36,38-41,43,45,48,62H,4-15,22-24,31,33-34,37,42,44,46-47,49-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,48-45-/t62-/m0/s1;1
HMDB0053884;TG(20:3n6/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-21,25-30,32,35-36,38-41,43,47,50,62H,4-15,22-24,31,33-34,37,42,44-46,48-49,51-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,50-47-/t62-/m0/s1;1
HMDB0053873;TG(20:3n6/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-21,25-30,32,35-36,38-41,43,49,52,62H,4-15,22-24,31,33-34,37,42,44-48,50-51,53-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,41-38-,43-40-,52-49-/t62-/m0/s1;1
HMDB0054202;TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-21,25-30,32,35-36,39-40,43,45,48-49,52,62H,4-15,22-24,31,33-34,37-38,41-42,44,46-47,50-51,53-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,43-40-,48-45-,52-49-/t62-/m0/s1;1
HMDB0050678;TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-37-40-43-46-49-52-55-58-64(67)70-61-62(71-65(68)59-56-53-50-47-44-41-38-34-30-27-24-21-18-15-12-9-6-3)60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-30,32,35,38,40-41,43,47,49-50,52,62H,4-6,8-9,11-15,17,20,22-24,31,33-34,36-37,39,42,44-46,48,51,53-61H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,29-26-,30-27-,35-32-,41-38-,43-40-,50-47-,52-49-/t62-/m0/s1;1
